0.0685081,0,-0.01,0,0,-0.01,-0.01,0,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,0,-0.01,-0.01,0,-0.01
0.0563098,-0.01,-0.01,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,0,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.0184952
0.0560049,-0.0099,-0.00972794,-0.01,-0.0099,-0.00965429,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.00972794,-0.00981,-0.01,-0.01,-0.01,-0.01
0.0615625,0,0,-0.01,-0.019,0,-0.01,0,-0.01,0,-0.00979866,-0.01,0,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01
0.0446624,-0.00880928,0,-0.009,0,-0.01,-0.007661,0,-0.01,-0.0079949,-0.00856587,0,-0.0079949,-0.00729,-0.00922552,-0.00829541,0,-0.01729,-0.0079949,-0.00902835
0.0099,0,-0.0101,-0.01,-0.01,-0.01,-0.01,0,-0.0100999,-0.01,-0.0101,0,-0.01,-0.01,0,-0.0100999,-0.01,0,0,-0.00569678
-0.01,-0.0186485,-0.01,-0.0189939,-0.0188905,-0.01,-0.019,-0.019,-0.0188862,-0.0187205,-0.0187955,-0.01,-0.01,-0.01,-0.01,-0.0186485,-0.01,-0.01,-0.01,-0.01
0.0351513,-0.00646778,-0.00732891,-0.006561,-0.00540467,-0.0329343,-0.00859139,-0.00692101,-0.00769601,-0.00802641,-0.009,-0.014783,-0.00832377,-0.01,-0.0059049,0,-0.016561,0,-0.00883226,-0.0081
0,-0.0100627,0,0,0,-0.0100627,0,0,0,0,0,-0.00679537,0,0,-0.0100584,0,-0.01,0,0,0
-0.00927118,-0.00783035,-0.0156412,-0.0178847,-0.01,-0.0065248,-0.007271,-0.007495,-0.00958706,-0.00809,-0.00712524,-0.00943712,-0.0081345,-0.00671753,-0.028973,-0.0152604,-0.00972307,-0.0151512,-0.01,-0.0244513
-0.00976017,0,-0.01,0,0,0,0,-0.00568003,0,-0.00980625,0,0,-0.00967361,0,-0.01,0,0,0,0,0
0,0,0,0,0,0,-0.01,0,0,0,-0.0181002,0.00743768,0.0115843,0,0,0,0,-0.01,0,0
-0.0231475,0,0,0,0,0,0,-0.01,0,0,0,-0.01,0,0,0,0,-0.01,-0.01,-0.01,0
-0.00995219,0,0,-0.0097064,-0.0103931,0,0,-0.00993712,-0.01,-0.01,-0.01,0,-0.01,0,0,-0.01,-0.00983576,0,0,0
0,0,0,-0.0140629,-0.0100836,-0.01,0,0,0,0,0,0,0,0,0,0,-0.00577764,-0.01,0,-0.01
-0.0097098,-0.0180983,-0.00880921,-0.0172779,-0.01,-0.00994849,-0.00942514,-0.0175216,-0.01,-0.00935209,-0.00950729,-0.01,-0.0324369,-0.00926323,-0.0331661,-0.0096489,-0.00918475,-0.00900511,-0.01,-0.0097797
0,-0.01,0,-0.000565551,0,0,0,-0.01,-0.01,0,0,0,0,-0.00995942,0,-0.0146874,-0.01,0,-0.01,0
-0.00644317,-0.0100964,0,0,0,0,0,0,0,0,0,0,-0.0100967,0,0,-0.01,0,-0.010097,-0.01,-0.01
-0.01,-0.0262928,-0.01,-0.01,-0.01,-0.00989531,-0.00980057,-0.0186103,-0.01,-0.00971481,-0.0187331,-0.01,-0.01,-0.01,-0.0183058,-0.0187053,-0.01,-0.0268185,-0.00975585,-0.0186735
-0.00958384,-0.0096561,0,-0.00920834,0,-0.00981,-0.009729,-0.01,-0.00923488,-0.01,-0.00926344,-0.00959049,-0.00909746,0,-0.00908577,-0.0099,0,0,-0.00910942,0
0.0816274,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0
0.0444273,-0.01,-0.01,-0.009729,-0.00972942,-0.0185314,-0.01,-0.00981,-0.00965648,-0.0099,-0.01,-0.00959049,-0.01,-0.0096561,-0.00981047,-0.01,-0.01,-0.01,-0.01,-0.0186783
0.0476277,-0.01,-0.01,-0.01,-0.01,0,0,0,-0.01,0,-0.01,0,-0.01,0,-0.01,-0.01,-0.01,-0.01,0,0
0.0445115,-0.00938219,-0.01,0,-0.018281,-0.009729,-0.01,-0.00942767,-0.01,-0.01,-0.01,-0.01,-0.009729,-0.01,-0.01,-0.0189,-0.01,-0.0255906,0,-0.00981
0.0557623,0,0,0,0,-0.01,0,0,0,0,-0.01,0,0,0,-0.01,-0.01,0,0,0,-0.01
-0.00938642,-0.00938856,-0.00954588,-0.00953144,-0.00934502,-0.01,-0.0096561,-0.00943628,-0.00953144,-0.01,-0.00934502,-0.00981,-0.00943047,-0.00948858,-0.0099,-0.0094783,-0.00959049,-0.01,-0.009729,-0.01
0.0693179,0,0,0,0,0,0,0,-0.01,-0.0094783,-0.01,0,0,0,-0.01,0,0,0,0,-0.01
0.043358,0,-0.01,-0.01,0,-0.01,-0.01,-0.01,0,0,-0.01,0,-0.01,0,-0.01,0,-0.01,-0.01,-0.01,0
0.019,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
-0.01,-0.009729,-0.01,-0.01,-0.01,-0.01,-0.0096561,-0.01,-0.01,-0.01,-0.0099,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00981
0.040951,-0.01,-0.01,-0.01,-0.01,-0.01,0,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,-0.01
0,-0.01,0,-0.019,-0.01,-0.01,0,-0.0099,-0.01,-0.019,-0.01,0,-0.01,-0.01,-0.0271,-0.01,-0.01,-0.01,-0.01,-0.01
-0.001,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.019,-0.01,0,-0.01,-0.01,-0.01,0,-0.01,-0.01
-0.019,-0.01,0,-0.01,-0.019,-0.01,-0.01,-0.01,-0.01,-0.01,0,-0.019,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,-0.01
-0.01,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.019,-0.01,-0.019,0,-0.01,-0.01
-0.01,-0.019,-0.01,-0.019,-0.01,-0.01,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,0,-0.01,-0.01,0,-0.01,-0.019,-0.01
-0.01,-0.01,-0.019,-0.01,0,-0.01,-0.01,-0.019,-0.01,0,0,-0.01,-0.019,-0.01,-0.01,-0.019,-0.019,0,-0.01,0
-0.01,-0.01,-0.01,-0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.019,-0.01,-0.01
-0.01,-0.01,-0.01,-0.01,-0.019,-0.01,-0.01,-0.01,-0.01,0,-0.01,-0.019,0,-0.01,-0.01,0,-0.01,-0.01,-0.019,-0.01
